Species,Date,Day,Temp,Ramp,Tank,Site,Population,Colony,Rep,Fo,Fm,FvFm,AbsTemp,ElapsedT,Heatload32,Heatload33,Heatload34
Porites,8032019,6,33.5,Fast,7,Protected,Por_Pro,9,A,774,2174,0.644,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,7,Protected,Por_Pro,10,A,219,549,0.601,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,8,Exposed,Por_Exp,1,B,747,2082,0.641,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Exposed,Por_Exp,2,B,499,1286,0.612,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Exposed,Por_Exp,3,B,903,2066,0.563,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Exposed,Por_Exp,4,B,752,1843,0.592,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Exposed,Por_Exp,5,B,353,973,0.637,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Protected,Por_Pro,6,B,745,1837,0.594,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Protected,Por_Pro,7,B,859,2067,0.584,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Protected,Por_Pro,8,B,831,2085,0.601,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Protected,Por_Pro,9,B,634,1447,0.562,33.717,123,212.3593864,89.41441667,0.6215
Porites,8032019,6,33.5,Fast,8,Protected,Por_Pro,10,B,478,1231,0.612,33.717,123,212.3593864,89.41441667,0.6215
Porites,8042019,7,32,Control_S,13,Exposed,Por_Exp,1,A,740,2192,0.662,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Exposed,Por_Exp,2,A,477,1236,0.614,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Exposed,Por_Exp,3,A,703,1899,0.63,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Exposed,Por_Exp,4,A,638,1809,0.647,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Exposed,Por_Exp,5,A,519,1485,0.651,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Protected,Por_Pro,6,A,478,1324,0.639,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Protected,Por_Pro,7,A,570,1521,0.625,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Protected,Por_Pro,8,A,643,1656,0.612,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Protected,Por_Pro,9,A,325,845,0.615,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,13,Protected,Por_Pro,10,A,269,728,0.63,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_S,14,Exposed,Por_Exp,1,B,715,2142,0.666,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Exposed,Por_Exp,2,B,962,2496,0.615,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Exposed,Por_Exp,3,B,682,1877,0.637,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Exposed,Por_Exp,4,B,654,1836,0.644,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Exposed,Por_Exp,5,B,495,1325,0.626,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Protected,Por_Pro,6,B,626,1677,0.627,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Protected,Por_Pro,7,B,482,1327,0.637,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Protected,Por_Pro,8,B,642,1748,0.633,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Protected,Por_Pro,9,B,649,1780,0.635,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_S,14,Protected,Por_Pro,10,B,508,1317,0.614,32.188,147,28.30466667,0,0
Porites,8042019,7,33.5,Slow,1,Exposed,Por_Exp,1,A,873,2138,0.592,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Exposed,Por_Exp,2,A,647,1588,0.593,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Exposed,Por_Exp,3,A,722,1744,0.586,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Exposed,Por_Exp,4,A,966,1973,0.51,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Exposed,Por_Exp,5,A,708,1784,0.603,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Protected,Por_Pro,6,A,793,1742,0.545,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Protected,Por_Pro,7,A,1026,2354,0.564,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Protected,Por_Pro,8,A,888,2341,0.621,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Protected,Por_Pro,9,A,625,1537,0.593,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,33.5,Slow,1,Protected,Por_Pro,10,A,495,1322,0.626,34.03175,147,230.3206667,93.41291667,0.816166667
Porites,8042019,7,35,Slow,3,Exposed,Por_Exp,1,A,443,647,0.315,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Exposed,Por_Exp,2,A,526,1081,0.513,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Exposed,Por_Exp,3,A,598,1177,0.492,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Exposed,Por_Exp,4,A,644,1379,0.533,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Exposed,Por_Exp,5,A,392,835,0.531,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Protected,Por_Pro,6,A,476,909,0.476,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Protected,Por_Pro,7,A,284,702,0.595,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Protected,Por_Pro,8,A,921,2049,0.551,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Protected,Por_Pro,9,A,391,846,0.538,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,3,Protected,Por_Pro,10,A,762,1505,0.494,35.52416667,147,293.5319545,155.7663333,55.69533333
Porites,8042019,7,35,Slow,4,Exposed,Por_Exp,1,B,716,1440,0.503,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Exposed,Por_Exp,2,B,714,1636,0.564,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Exposed,Por_Exp,3,B,412,808,0.49,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Exposed,Por_Exp,4,B,644,1432,0.55,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Exposed,Por_Exp,5,B,378,764,0.505,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Protected,Por_Pro,6,B,202,318,0.365,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Protected,Por_Pro,7,B,1080,1836,0.412,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Protected,Por_Pro,8,B,432,841,0.486,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Protected,Por_Pro,9,B,631,1239,0.491,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,35,Slow,4,Protected,Por_Pro,10,B,322,665,0.516,35.83708333,147,310.1187424,182.1124167,76.10483333
Porites,8042019,7,36.5,Slow,5,Exposed,Por_Exp,1,A,687,1417,0.515,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Exposed,Por_Exp,2,A,544,884,0.385,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Exposed,Por_Exp,3,A,467,775,0.397,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Exposed,Por_Exp,4,A,666,1206,0.448,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Exposed,Por_Exp,5,A,228,411,0.445,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Protected,Por_Pro,6,A,291,408,0.287,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Protected,Por_Pro,7,A,175,395,0.557,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Protected,Por_Pro,8,A,407,586,0.305,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Protected,Por_Pro,9,A,613,1087,0.436,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,5,Protected,Por_Pro,10,A,407,803,0.493,35.5955,147,291.7009697,154.5213333,60.33066667
Porites,8042019,7,36.5,Slow,6,Exposed,Por_Exp,1,B,609,1341,0.546,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Exposed,Por_Exp,2,B,618,1406,0.56,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Exposed,Por_Exp,3,B,616,1331,0.537,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Exposed,Por_Exp,4,B,722,1646,0.561,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Exposed,Por_Exp,5,B,467,1128,0.586,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Protected,Por_Pro,6,B,459,832,0.448,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Protected,Por_Pro,7,B,456,1069,0.573,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Protected,Por_Pro,8,B,370,837,0.558,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Protected,Por_Pro,9,B,379,841,0.549,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,36.5,Slow,6,Protected,Por_Pro,10,B,740,1719,0.57,35.328,147,240.9713258,111.1680833,35.36766667
Porites,8042019,7,33.5,Fast,7,Exposed,Por_Exp,1,A,694,1439,0.518,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Exposed,Por_Exp,2,A,726,1747,0.584,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Exposed,Por_Exp,3,A,909,2300,0.605,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Exposed,Por_Exp,4,A,930,1470,0.367,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Exposed,Por_Exp,5,A,480,1196,0.599,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Protected,Por_Pro,6,A,790,1976,0.6,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Protected,Por_Pro,7,A,1081,2219,0.513,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Protected,Por_Pro,8,A,982,2222,0.558,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Protected,Por_Pro,9,A,685,1978,0.654,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,7,Protected,Por_Pro,10,A,411,892,0.539,33.743,147,251.01425,105.0169167,0.01425
Porites,8042019,7,33.5,Fast,8,Exposed,Por_Exp,1,B,896,2154,0.584,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Exposed,Por_Exp,2,B,427,1111,0.616,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Exposed,Por_Exp,3,B,480,1037,0.537,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Exposed,Por_Exp,4,B,870,2201,0.605,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Exposed,Por_Exp,5,B,551,1461,0.623,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Protected,Por_Pro,6,B,829,2087,0.603,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Protected,Por_Pro,7,B,127,367,0.654,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Protected,Por_Pro,8,B,704,1797,0.608,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Protected,Por_Pro,9,B,431,1076,0.599,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8042019,7,33.5,Fast,8,Protected,Por_Pro,10,B,601,1638,0.633,33.7955,147,253.9478864,107.0029167,0.6215
Porites,8052019,8,32,Control_S,13,Exposed,Por_Exp,1,A,692,2086,0.668,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Exposed,Por_Exp,2,A,555,1439,0.614,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Exposed,Por_Exp,3,A,817,2242,0.636,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Exposed,Por_Exp,4,A,864,2355,0.633,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Exposed,Por_Exp,5,A,787,2168,0.637,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Protected,Por_Pro,6,A,510,1382,0.631,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Protected,Por_Pro,7,A,470,1217,0.614,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Protected,Por_Pro,8,A,616,1608,0.617,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Protected,Por_Pro,9,A,590,1578,0.626,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,13,Protected,Por_Pro,10,A,388,1199,0.676,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_S,14,Exposed,Por_Exp,1,B,886,2758,0.679,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Exposed,Por_Exp,2,B,962,2521,0.618,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Exposed,Por_Exp,3,B,727,2028,0.642,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Exposed,Por_Exp,4,B,631,1768,0.643,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Exposed,Por_Exp,5,B,513,1381,0.629,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Protected,Por_Pro,6,B,845,2239,0.623,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Protected,Por_Pro,7,B,522,1313,0.602,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Protected,Por_Pro,8,B,530,1488,0.644,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Protected,Por_Pro,9,B,345,837,0.588,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_S,14,Protected,Por_Pro,10,B,717,1865,0.616,32.188,171,32.81666667,0,0
Porites,8052019,8,33.5,Slow,1,Exposed,Por_Exp,1,A,825,2038,0.595,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Exposed,Por_Exp,2,A,404,1039,0.611,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Exposed,Por_Exp,3,A,652,1493,0.563,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Exposed,Por_Exp,4,A,614,1771,0.653,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Exposed,Por_Exp,5,A,630,1574,0.6,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Protected,Por_Pro,6,A,557,1301,0.572,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Protected,Por_Pro,7,A,431,1104,0.61,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Protected,Por_Pro,8,A,761,1627,0.532,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Protected,Por_Pro,9,A,507,1238,0.59,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,33.5,Slow,1,Protected,Por_Pro,10,A,373,1060,0.648,34.023,171,279.0739167,118.1661667,1.569416667
Porites,8052019,8,35,Slow,3,Exposed,Por_Exp,1,A,517,983,0.474,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Exposed,Por_Exp,2,A,521,1007,0.483,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Exposed,Por_Exp,3,A,345,655,0.473,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Exposed,Por_Exp,4,A,586,949,0.383,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Exposed,Por_Exp,5,A,279,527,0.471,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Protected,Por_Pro,6,A,361,597,0.395,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Protected,Por_Pro,7,A,196,448,0.563,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Protected,Por_Pro,8,A,692,1315,0.474,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Protected,Por_Pro,9,A,154,298,0.483,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,3,Protected,Por_Pro,10,A,212,479,0.557,35.542,171,377.9603712,216.19475,92.12375
Porites,8052019,8,35,Slow,4,Exposed,Por_Exp,1,B,882,1654,0.467,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Exposed,Por_Exp,2,B,425,1018,0.583,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Exposed,Por_Exp,3,B,279,468,0.404,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Exposed,Por_Exp,4,B,397,627,0.367,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Exposed,Por_Exp,5,B,179,354,0.494,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Protected,Por_Pro,6,B,120,195,0.385,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Protected,Por_Pro,7,B,645,1246,0.482,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Protected,Por_Pro,8,B,386,683,0.435,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Protected,Por_Pro,9,B,351,749,0.531,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,35,Slow,4,Protected,Por_Pro,10,B,136,339,0.599,35.756,171,400.3617424,248.3554167,118.3478333
Porites,8052019,8,36.5,Slow,5,Exposed,Por_Exp,1,A,407,842,0.517,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Exposed,Por_Exp,2,A,320,523,0.388,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Exposed,Por_Exp,3,A,314,527,0.404,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Exposed,Por_Exp,4,A,628,1175,0.466,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Exposed,Por_Exp,5,A,129,222,0.419,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Protected,Por_Pro,6,A,321,771,0.584,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Protected,Por_Pro,7,A,269,529,0.491,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Protected,Por_Pro,8,A,170,314,0.459,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Protected,Por_Pro,9,A,343,567,0.395,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,5,Protected,Por_Pro,10,A,162,330,0.509,36.079,171,382.178303,220.9986667,102.808
Porites,8052019,8,36.5,Slow,6,Exposed,Por_Exp,1,B,605,1175,0.485,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Exposed,Por_Exp,2,B,467,860,0.457,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Exposed,Por_Exp,3,B,322,580,0.445,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Exposed,Por_Exp,4,B,389,636,0.388,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Exposed,Por_Exp,5,B,208,379,0.451,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Protected,Por_Pro,6,B,227,356,0.362,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Protected,Por_Pro,7,B,175,351,0.501,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Protected,Por_Pro,8,B,292,550,0.469,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Protected,Por_Pro,9,B,278,495,0.438,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,36.5,Slow,6,Protected,Por_Pro,10,B,197,422,0.533,35.864,171,326.5439924,172.74075,72.94033333
Porites,8052019,8,33.5,Fast,7,Exposed,Por_Exp,1,A,409,788,0.481,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Exposed,Por_Exp,2,A,721,1567,0.54,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Exposed,Por_Exp,3,A,1160,2861,0.595,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Exposed,Por_Exp,4,A,800,1634,0.51,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Exposed,Por_Exp,5,A,558,1427,0.609,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Protected,Por_Pro,6,A,775,1857,0.583,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Protected,Por_Pro,7,A,1068,2228,0.521,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Protected,Por_Pro,8,A,995,2329,0.573,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Protected,Por_Pro,9,A,587,1766,0.668,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,7,Protected,Por_Pro,10,A,420,1033,0.593,33.7955,171,293.7333333,123.736,0.01425
Porites,8052019,8,33.5,Fast,8,Exposed,Por_Exp,1,B,570,1338,0.574,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Exposed,Por_Exp,2,B,596,1534,0.611,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Exposed,Por_Exp,3,B,402,921,0.564,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Exposed,Por_Exp,4,B,1075,2671,0.598,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Exposed,Por_Exp,5,B,458,1102,0.584,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Protected,Por_Pro,6,B,833,2026,0.589,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Protected,Por_Pro,7,B,,,,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Protected,Por_Pro,8,B,,,,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Protected,Por_Pro,9,B,,,,33.848,171,296.3792197,125.43425,0.6215
Porites,8052019,8,33.5,Fast,8,Protected,Por_Pro,10,B,,,,33.848,171,296.3792197,125.43425,0.6215
Porites,8062019,9,32,Control_S,13,Exposed,Por_Exp,1,A,564,1726,0.673,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Exposed,Por_Exp,2,A,653,1731,0.623,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Exposed,Por_Exp,3,A,685,1864,0.633,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Exposed,Por_Exp,4,A,637,1749,0.636,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Exposed,Por_Exp,5,A,449,1233,0.636,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Protected,Por_Pro,6,A,542,1509,0.641,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Protected,Por_Pro,7,A,592,1600,0.63,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Protected,Por_Pro,8,A,614,1709,0.641,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Protected,Por_Pro,9,A,371,967,0.616,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,13,Protected,Por_Pro,10,A,283,784,0.639,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_S,14,Exposed,Por_Exp,1,B,651,1975,0.67,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Exposed,Por_Exp,2,B,673,1725,0.61,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Exposed,Por_Exp,3,B,609,1598,0.619,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Exposed,Por_Exp,4,B,541,1515,0.643,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Exposed,Por_Exp,5,B,460,1290,0.643,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Protected,Por_Pro,6,B,667,1837,0.637,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Protected,Por_Pro,7,B,581,1624,0.642,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Protected,Por_Pro,8,B,586,1639,0.642,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Protected,Por_Pro,9,B,603,1643,0.633,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_S,14,Protected,Por_Pro,10,B,599,1632,0.633,32.188,195,37.32866667,0,0
Porites,8062019,9,33.5,Slow,1,Exposed,Por_Exp,1,A,589,1355,0.565,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Slow,1,Exposed,Por_Exp,2,A,610,1460,0.582,34.0405,195,327.8184167,142.9106667,2.317166667
